abstract_num,title,cluster_label,mentions,mention_count
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] single target domain,single target domain,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] domain labels,domain labels,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] single-target domain adaptation methods,single-target domain adaptation methods,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] multi-target domains,multi-target domains,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] a weather-invariant object detector training framework,a weather-invariant object detector training framework,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] its synthetic variants,its synthetic variants,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] The experimental results,The experimental results,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] the object detector trained by our proposed method,the object detector trained by our proposed method,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[singleton] different weather conditions,different weather conditions,1
10,Multi-Target Domain Adaptation via Unsupervised Domain Classification for Weather Invariant Object Detection,[self-reference],We propose; We conduct,2
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,Domain adaptation,Domain adaptation; its; domain adaptation,3
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] Large Language Models,Large Language Models,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] a positionality rooted in predominant cultures and values,a positionality rooted in predominant cultures and values,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] models,models,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] diverse cultural and value contexts,diverse cultural and value contexts,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] computational cost,computational cost,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] research groups lacking access to large-scale infrastructure,research groups lacking access to large-scale infrastructure,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] different numerical precision formats,different numerical precision formats,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] data parallelization strategies,data parallelization strategies,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] training speed,training speed,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] model accuracy,model accuracy,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] low-resource environments,low-resource environments,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] findings,findings,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] energy efficiency,energy efficiency,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] accessibility,accessibility,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[singleton] limited hardware availability,limited hardware availability,1
11,Low-resource domain adaptation while minimizing energy and hardware resource consumption,[self-reference],we; Our,2
12,DGSense: A Domain Generalization Framework for Wireless Sensing,wireless sensing,Wireless sensing; wireless sensing,2
12,DGSense: A Domain Generalization Framework for Wireless Sensing,a domain,a domain; which,2
12,DGSense: A Domain Generalization Framework for Wireless Sensing,the sensing schemes,A vast majority of the sensing schemes; They,2
12,DGSense: A Domain Generalization Framework for Wireless Sensing,various solutions to the domain issue,various solutions; these solutions; They,3
12,DGSense: A Domain Generalization Framework for Wireless Sensing,DGSense domain generalization framework,a domain generalization framework DGSense; The framework; a general solution; DGSense,4
12,DGSense: A Domain Generalization Framework for Wireless Sensing,the sensing model,the sensing model; it,2
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] wireless signals,wireless signals,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] the data distribution,the data distribution,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] the training domains,the training domains,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] the domain dependence problem,the domain dependence problem,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] the training set,the training set,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] a virtual data generator,a virtual data generator,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] the domain independent features,the domain independent features,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] episodic training,episodic training,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] the main feature extractor,the main feature extractor,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] the domain feature extractors,the domain feature extractors,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] a pre-trained Residual Network with an attention mechanism,a pre-trained Residual Network with an attention mechanism,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] a 1D Convolutional Neural Network,a 1D Convolutional Neural Network,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] WiFi gesture recognition,WiFi gesture recognition,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] Millimeter Wave (mmWave) activity recognition,Millimeter Wave (mmWave) activity recognition,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[singleton] acoustic fall detection,acoustic fall detection,1
12,DGSense: A Domain Generalization Framework for Wireless Sensing,[self-reference],our; we; we; we,4
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,the source model,the source model; itself; the source model; the source model,4
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,current test-time adaptation methods,current methods; current test-time adaptation methods,2
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] Test-time adaptation,Test-time adaptation,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] benchmarks that are only a simplification of real-world scenarios,benchmarks that are only a simplification of real-world scenarios,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] test-time adaptation methods,test-time adaptation methods,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] the recently introduced datasets for autonomous driving,the recently introduced datasets for autonomous driving,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] CLAD-C,CLAD-C,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] SHIFT,SHIFT,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] domain shift,domain shift,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,"[singleton] dynamically changing, temporally correlated data streams","dynamically changing, temporally correlated data streams",1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] the well-established self-training framework,the well-established self-training framework,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] a small memory buffer,a small memory buffer,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,"[singleton] The proposed method, named AR-TTA","The proposed method, named AR-TTA",1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] existing approaches,existing approaches,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[singleton] TTA scenarios,TTA scenarios,1
13,AR-TTA: A Simple Method for Real-World Continual Test-Time Adaptation,[self-reference],we; We; We; we,4
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,transfer latent representation (TLR),a novel method; transfer latent representation; TLR,3
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,the linear autoencoder,a simple linear autoencoder; the autoencoder,2
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,both domains,both domains; both domains; both domains; both domains,4
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] Domain adaptation,Domain adaptation,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] prediction models,prediction models,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] a target domain,a target domain,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] a source domain,a source domain,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] Many classic methods,Many classic methods,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] the domain adaptation problem,the domain adaptation problem,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] a common latent space,a common latent space,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] a better latent space,a better latent space,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] an objective function,an objective function,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] The encoder,The encoder,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] a robust latent space,a robust latent space,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] the decoder,the decoder,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] an additional constraint,an additional constraint,1
14,TLR: Transfer Latent Representation for Unsupervised Domain Adaptation,[singleton] the original data,the original data,1
